"Обнаружение лесного пожара, дата","Обнаружение лесного пожара, время","Географические координаты места обнаружения пожара, наименование","Географические координаты места обнаружения пожара, азимут, гра-дусы","Широта (градусы, минуты, секунды)","Долгота (градусы, минуты, секунды)","Скорость ветра в районе пожара, в момент обнару-жения, м/с","Площадь пожара, га (в момент обна­ ружения)","Площадь пожара, га (всего)","Площадь пожара, га (лесная)","Площадь пожара, га (покрытая лесной раститель- ностью)",Причина
19.05.2017,13:30:00,д Михайловка,258,56.55444444444444,75.91777777777777,13.0,5,9.9,9.9,9.9,с иных категорий
19.05.2017,14:05:00,д Юдинка,210,56.443888888888885,74.96888888888888,13.0,10,23.5,23.5,23.5,с иных категорий
22.05.2017,15:30:00,с Курганка,320,56.42888888888889,75.81388888888888,15.0,3.4,5,5,5,линейные объекты
24.05.2017,00:30:00,с Мыс,40,56.359722222222224,75.48777777777778,14.0,3,5,5,5,мн
27.05.2017,15:00:00,д Надеждинка,230,56.41833333333334,75.59083333333334,10.0,4.5,8.5,8.5,8.5,мн
04.06.2017,13:20:00,д Сеткуловка,30,56.30388888888889,74.83722222222222,15.0,5.3,19,15,15,мн
02.07.2017,17:15:00,с Рязаны,40,56.54,75.16777777777777,5.0,0.7,1.3,1.3,1.3,от гроз
29.04.2017,15:00:00,с Черемновка,341,55.448055555555555,71.76805555555555,6.0,2,5,5,5,с иных категорий
30.04.2017,15:00:00,д Дурбет,194,55.29611111111111,71.18694444444445,8.0,3,14.7,14.7,14.7,с иных категорий
30.04.2017,16:00:00,с Князево,190,55.514722222222225,71.18694444444445,8.0,1,2,2,2,с иных категорий
01.05.2017,09:00:00,с Старинка,110,55.70805555555555,71.55111111111111,9.0,2,6.1,6.1,6.1,с иных категорий
01.05.2017,12:00:00,д Лебяжье,347,55.278888888888886,70.99805555555555,9.0,4,11,11,11,с иных категорий
01.05.2017,12:00:00,с Князево,143,55.31388888888889,71.03,9.0,3,10,10,10,с иных категорий
03.05.2017,09:00:00,д Дурбет,308,55.348055555555554,71.15388888888889,7.0,2,8,8,8,с иных категорий
04.05.2017,06:30:00,д Гагаринка,276,55.528055555555554,71.19888888888889,8.0,4.3,13.7,13.7,13.7,с иных категорий
04.05.2017,07:00:00,д Лебяжье,220,55.20305555555556,71.865,8.0,2,6.8,6.8,6.8,с иных категорий
05.05.2017,08:30:00,д Богословка,308,55.68388888888889,71.2238888888889,4.0,3.5,7.2,7.2,7.2,с иных категорий
05.05.2017,16:00:00,д Лески,277,55.45,71.86,4.0,4.5,12.5,12.5,12.5,с иных категорий
09.05.2017,15:00:00,д Гагаринка,256,55.536944444444444,71.21,6.0,1.1,3.3,3.3,3.3,с иных категорий
09.05.2017,15:00:00,с Покровка,149,55.503055555555555,71.0188888888889,6.0,3.2,11.1,11.1,11.1,с иных категорий
13.05.2017,15:00:00,с Лорис-Меликово,312,55.62611111111111,71.52972222222222,4.0,4,9.6,9.6,9.6,с иных категорий
19.05.2017,11:00:00,д Соколовка,8,55.80833333333333,71.0188888888889,5.0,2,5.3,5.3,5.3,с иных категорий
30.06.2017,16:00:00,с Жирновка,190,55.56444444444445,71.3488888888889,4.0,0.5,0.9,0.9,0.9,с иных категорий
08.08.2017,13:35:00,аул Байымбет,306,55.90555555555556,71.1875,5.0,1,1.2,1.2,1.2,с иных категорий
14.08.2017,00:30:00,с Покровка,334,55.54805555555556,70.97694444444444,3.0,1,3,3,3,с иных категорий
01.09.2017,14:00:00,д Дурбет,359,55.405,71.19888888888889,5.0,12,19.8,17.8,17.8,с иных категорий
27.08.2017,14:00:00,д Рыбье,97,55.44,71.02805555555555,3.0,8,15.6,15.6,15.6,с иных категорий
29.08.2017,14:00:00,с Муравьевка,169,55.64,71.42,7.0,7,12.1,12.1,12.1,с иных категорий
04.09.2017,13:00:00,д Редкое,175,55.69888888888889,71.055,6.0,11,22.1,22.1,22.1,с иных категорий
13.10.2017,15:00:00,д Староназываевка,236,55.4525,71.19416666666666,4.0,4.6,17.3,17.3,17.3,с иных категорий
14.10.2017,13:00:00,с Жирновка,87,55.38805555555555,71.37,9.0,9.2,21.4,21.4,21.4,с иных категорий
25.04.2017,14:30:00,п Рощинский,116,55.096111111111114,74.16,8.0,7,14.3,14.3,14.3,с иных категорий
25.04.2017,12:30:00,с Новотроицкое,337,55.29472222222222,73.14138888888888,8.0,0.5,4.4,4.4,4.4,с иных категорий
25.04.2017,13:00:00,д Калиновка,277,55.205555555555556,73.52388888888889,8.0,1.5,2.2,2.2,1.1,с иных категорий
25.04.2017,18:00:00,д Петровка,65,55.275555555555556,73.60694444444445,8.0,2,4.8,4.8,4.3,с иных категорий
25.04.2017,18:00:00,с Покровка,290,55.39888888888889,73.34805555555556,8.0,9,23.4,23.4,23.4,с иных категорий
25.04.2017,12:30:00,нп Усть-Заостровское Лесничество,165,54.73972222222222,73.71638888888889,8.0,3.5,29.9,29.9,17.8,с иных категорий
26.04.2017,00:30:00,с Ачаир,70,54.6725,73.95222222222222,7.0,4,24.4,24.4,24.4,с иных категорий
26.04.2017,12:00:00,д Покрово-Иртышское,67,54.57388888888889,74.2161111111111,5.0,7,20.5,20.5,20.5,с иных категорий
26.04.2017,13:00:00,д Трусовка,310,55.24777777777778,73.69666666666667,5.0,8,17.5,17.5,17.5,с иных категорий
26.04.2017,18:00:00,д Петровка,38,55.27861111111111,73.5663888888889,5.0,2.3,3.3,3.3,3.3,с иных категорий
26.04.2017,16:30:00,ст Сыропятское,320,54.977222222222224,73.86333333333333,5.0,0.3,1,1,1,с иных категорий
27.04.2017,00:30:00,с Алексеевка,343,55.18361111111111,73.89972222222222,4.0,7,23.5,23.5,16,с иных категорий
28.04.2017,15:00:00,д Трусовка,33,55.26777777777778,73.75333333333333,5.0,10,21,21,14.6,с иных категорий
29.04.2017,09:00:00,д Спайка,90,54.705555555555556,74.22277777777778,6.0,5,24.1,24.1,24.1,с иных категорий
29.04.2017,13:00:00,д Трусовка,111,55.22805555555556,73.7725,6.0,2,5,5,5,с иных категорий
29.04.2017,14:00:00,д Малахово,270,55.25416666666667,73.40944444444445,5.0,9,22.5,22.5,22.5,с иных категорий
29.04.2017,14:00:00,д Малахово,270,55.25388888888889,73.375,5.0,7.5,23.2,23.2,23.2,с иных категорий
29.04.2017,15:30:00,с Михайловка,166,54.70333333333333,74.30527777777777,5.0,4,10.3,10.3,10.3,с иных категорий
29.04.2017,18:00:00,с Покровка,329,55.42472222222222,73.40805555555555,5.0,1,2.6,2.6,2.6,с иных категорий
01.05.2017,11:30:00,п Хвойный,154,55.08222222222222,73.60472222222222,5.0,1.5,2.1,2.1,2.1,с иных категорий
01.05.2017,15:00:00,с Покровка,348,55.397222222222226,73.43388888888889,7.0,10,19.3,19.3,7.6,с иных категорий
01.05.2017,19:00:00,с Никоновка,342,55.39527777777778,73.535,6.0,2,4.5,4.5,4.5,с иных категорий
02.05.2017,16:30:00,с Красноярка,138,55.297777777777775,73.12194444444444,5.0,5,8,8,8,с иных категорий
02.05.2017,09:30:00,д Алексеевка,291,55.16111111111111,73.87861111111111,4.0,10,20.8,20.8,19.5,с иных категорий
